category,opencpn_name,output_svg,esri_source,match_kind,reason
"POINT","PRCARE51","symbols/PRCARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PRDINS02","symbols/PRDINS02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PRICKE03","symbols/PRICKE03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PRICKE04","symbols/PRICKE04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","QUAPOS01","symbols/QUAPOS01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","QUARRY01","symbols/QUARRY01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","QUESMRK1","symbols/QUESMRK1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RACNSP01","symbols/RACNSP01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RADRFL03","symbols/RADRFL03.svg","S5_Radar_conspicuous.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for RADRFL"
"POINT","RASCAN01","symbols/RASCAN01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RASCAN11","symbols/RASCAN11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RCLDEF01","symbols/RCLDEF01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RCTLPT52","symbols/RCTLPT52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RDOCAL02","symbols/RDOCAL02.svg","M40_1b_Radio_calling_in.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for RDOCAL"
"POINT","RDOCAL03","symbols/RDOCAL03.svg","M40_1b_Radio_calling_in.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for RDOCAL"
"POINT","RDOSTA02","symbols/RDOSTA02.svg","S1_Ra_transponder_bn.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for RDOSTA"
"POINT","RECDEF51","symbols/RECDEF51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RECTRC55","symbols/RECTRC55.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RECTRC56","symbols/RECTRC56.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RECTRC57","symbols/RECTRC57.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RECTRC58","symbols/RECTRC58.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","REFPNT02","symbols/REFPNT02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RETRFL01","symbols/RETRFL01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RETRFL02","symbols/RETRFL02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RFNERY01","symbols/RFNERY01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RFNERY11","symbols/RFNERY11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ROLROL01","symbols/ROLROL01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RSCSTA02","symbols/RSCSTA02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RSRDEF51","symbols/RSRDEF51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RTLDEF51","symbols/RTLDEF51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","RTPBCN02","symbols/RTPBCN02.svg","S1_Ra_transponder_bn.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for RTPBCN"
"POINT","SCALEB10","symbols/SCALEB10.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SCALEB11","symbols/SCALEB11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SILBUI01","symbols/SILBUI01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SILBUI11","symbols/SILBUI11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SISTAT02","symbols/SISTAT02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SMCFAC02","symbols/SMCFAC02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SNDWAV02","symbols/SNDWAV02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDGB1","symbols/SOUNDGB1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDGC2","symbols/SOUNDGC2.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDSA1","symbols/SOUNDSA1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDSB1","symbols/SOUNDSB1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDSC2","symbols/SOUNDSC2.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SPRING02","symbols/SPRING02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SWPARE51","symbols/SWPARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TIDCUR01","symbols/TIDCUR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TIDCUR02","symbols/TIDCUR02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TIDCUR03","symbols/TIDCUR03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TIDEHT01","symbols/TIDEHT01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TIDSTR01","symbols/TIDSTR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TMARDEF1","symbols/TMARDEF1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TMARDEF2","symbols/TMARDEF2.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TMBYRD01","symbols/TMBYRD01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TNKCON02","symbols/TNKCON02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TNKCON12","symbols/TNKCON12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TNKFRM01","symbols/TNKFRM01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TNKFRM11","symbols/TNKFRM11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOPMAR02","symbols/TOPMAR02.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR04","symbols/TOPMAR04.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR05","symbols/TOPMAR05.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR06","symbols/TOPMAR06.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR07","symbols/TOPMAR07.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR08","symbols/TOPMAR08.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR10","symbols/TOPMAR10.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR12","symbols/TOPMAR12.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR13","symbols/TOPMAR13.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR14","symbols/TOPMAR14.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR16","symbols/TOPMAR16.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR17","symbols/TOPMAR17.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR18","symbols/TOPMAR18.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR22","symbols/TOPMAR22.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR24","symbols/TOPMAR24.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR25","symbols/TOPMAR25.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR26","symbols/TOPMAR26.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR27","symbols/TOPMAR27.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR28","symbols/TOPMAR28.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR30","symbols/TOPMAR30.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR32","symbols/TOPMAR32.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR33","symbols/TOPMAR33.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR34","symbols/TOPMAR34.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR36","symbols/TOPMAR36.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR65","symbols/TOPMAR65.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR85","symbols/TOPMAR85.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR86","symbols/TOPMAR86.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR87","symbols/TOPMAR87.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR88","symbols/TOPMAR88.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOPMAR89","symbols/TOPMAR89.svg","Q9_Arrow.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for TOPMAR"
"POINT","TOWERS01","symbols/TOWERS01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOWERS02","symbols/TOWERS02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOWERS03","symbols/TOWERS03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOWERS05","symbols/TOWERS05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOWERS12","symbols/TOWERS12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TOWERS15","symbols/TOWERS15.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TREPNT04","symbols/TREPNT04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TREPNT05","symbols/TREPNT05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TSLDEF51","symbols/TSLDEF51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TSSCRS51","symbols/TSSCRS51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TSSLPT51","symbols/TSSLPT51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TSSRON51","symbols/TSSRON51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TWRDEF51","symbols/TWRDEF51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TWRTPT52","symbols/TWRTPT52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","TWRTPT53","symbols/TWRTPT53.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","UNITFTH1","symbols/UNITFTH1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","UNITMTR1","symbols/UNITMTR1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","UWTROC03","symbols/UWTROC03.svg","K11b_Rock_uncovers.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for UWTROC"
"POINT","UWTROC04","symbols/UWTROC04.svg","K11b_Rock_uncovers.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for UWTROC"
"POINT","VECGND01","symbols/VECGND01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","VECGND21","symbols/VECGND21.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","VECWTR01","symbols/VECWTR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","VECWTR21","symbols/VECWTR21.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WATTUR02","symbols/WATTUR02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WAYPNT01","symbols/WAYPNT01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WAYPNT03","symbols/WAYPNT03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WAYPNT11","symbols/WAYPNT11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WEDKLP03","symbols/WEDKLP03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WIMCON01","symbols/WIMCON01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WIMCON11","symbols/WIMCON11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WNDFRM51","symbols/WNDFRM51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WNDFRM61","symbols/WNDFRM61.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WNDMIL02","symbols/WNDMIL02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WNDMIL12","symbols/WNDMIL12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","WRECKS01","symbols/WRECKS01.svg","K24_Wreck_showing_hull.svg","ALIAS","explicit alias K24_Wreck_showing_hull.svg"
"POINT","WRECKS04","symbols/WRECKS04.svg","K30_Wreck_safe_clearance.svg","SEMANTIC_TOKEN","semantic token match for WRECKS"
"POINT","WRECKS05","symbols/WRECKS05.svg","K25_Wreck_danger_no_depth.svg","ALIAS","explicit alias K25_Wreck_danger_no_depth.svg"
"POINT","ACHPNT01","symbols/ACHPNT01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKINF01","symbols/NMKINF01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKPRH02","symbols/NMKPRH02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKPRH12","symbols/NMKPRH12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKPRH13","symbols/NMKPRH13.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKRCD01","symbols/NMKRCD01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKRCD02","symbols/NMKRCD02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKRCD03","symbols/NMKRCD03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NMKRCD04","symbols/NMKRCD04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BOYLAT50","symbols/BOYLAT50.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","BOYLAT51","symbols/BOYLAT51.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","LIGHTS14","symbols/LIGHTS14.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LITDEF11","symbols/LITDEF11.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LITDEF"
"POINT","OBSTRN11","symbols/OBSTRN11.svg","Q42_Ground_tackle.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OBSTRN"
"POINT","DAYTRI52","symbols/DAYTRI52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYSQR51","symbols/DAYSQR51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYTRI51","symbols/DAYTRI51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYREC51","symbols/DAYREC51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","LIGHTS95","symbols/LIGHTS95.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS94","symbols/LIGHTS94.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS96","symbols/LIGHTS96.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS90","symbols/LIGHTS90.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS91","symbols/LIGHTS91.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS92","symbols/LIGHTS92.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS93","symbols/LIGHTS93.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","BOYPIL78","symbols/BOYPIL78.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL79","symbols/BOYPIL79.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL60","symbols/BOYPIL60.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL61","symbols/BOYPIL61.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL62","symbols/BOYPIL62.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL63","symbols/BOYPIL63.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL64","symbols/BOYPIL64.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL65","symbols/BOYPIL65.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL66","symbols/BOYPIL66.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL67","symbols/BOYPIL67.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL68","symbols/BOYPIL68.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL69","symbols/BOYPIL69.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL70","symbols/BOYPIL70.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL71","symbols/BOYPIL71.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL72","symbols/BOYPIL72.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL73","symbols/BOYPIL73.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL74","symbols/BOYPIL74.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL75","symbols/BOYPIL75.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL76","symbols/BOYPIL76.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYPIL77","symbols/BOYPIL77.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BCNTOW68","symbols/BCNTOW68.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNTOW"
"POINT","BOYCON60","symbols/BOYCON60.svg","Q20a_Conical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCON"
"POINT","BOYCON61","symbols/BOYCON61.svg","Q20a_Conical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCON"
"POINT","BOYCON62","symbols/BOYCON62.svg","Q20a_Conical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCON"
"POINT","BOYCAN61","symbols/BOYCAN61.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCAN"
"POINT","BOYCAN62","symbols/BOYCAN62.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCAN"
"POINT","BOYCAN63","symbols/BOYCAN63.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCAN"
"POINT","RESTRN51","symbols/RESTRN51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ACHPNT02","symbols/ACHPNT02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DANGER51","symbols/DANGER51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DANGER52","symbols/DANGER52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","QUAPOS02","symbols/QUAPOS02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","QUAPOS03","symbols/QUAPOS03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ISODGR51","symbols/ISODGR51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BOYSPR04","symbols/BOYSPR04.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSPR"
"POINT","BOYSPR05","symbols/BOYSPR05.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSPR"
"POINT","SOUNDG00","symbols/SOUNDG00.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG01","symbols/SOUNDG01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG02","symbols/SOUNDG02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG03","symbols/SOUNDG03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG04","symbols/SOUNDG04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG05","symbols/SOUNDG05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG06","symbols/SOUNDG06.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG07","symbols/SOUNDG07.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG08","symbols/SOUNDG08.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG09","symbols/SOUNDG09.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG10","symbols/SOUNDG10.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG11","symbols/SOUNDG11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG12","symbols/SOUNDG12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG13","symbols/SOUNDG13.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG14","symbols/SOUNDG14.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG15","symbols/SOUNDG15.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","SOUNDG16","symbols/SOUNDG16.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
